"","StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","INF_CON_02","S3_INT_EXP_01","S3_INT_EXP_02","S3_LIT_SUR_01","S3_LIT_SUR_02","S3_LIT_SUR_03","S3_LIT_SUR_04","S3_LIT_SUR_05","S3_LIT_SUR_06","S3_LIT_SUR_07","S3_LIT_SUR_08","S3_LIT_TEC_01","S3_LIT_TEC_02","S3_LIT_TEC_03","S3_LIT_TEC_04","S3_LIT_TEC_05","S3_LIT_TEC_06","S3_LIT_TEC_07","S3_LIT_TEC_08","S3_LIT_TEC_09","S3_BEV_SOC_01","S3_BEV_SOC_02","S3_BEV_SOC_03","S3_BEV_SOC_04","S3_BEV_SOC_05","S3_BEV_SOC_06","S3_BEV_SOC_07","S3_BEV_SOC_08","S3_LIT_POL_01","S3_LIT_POL_02","S3_LIT_POL_03","S3_LIT_POL_04","S3_LIT_POL_05","S3_LIT_POL_06","S3_LIT_POL_07","S3_BEH_TEC_1","S3_BEH_TEC_2","S3_BEH_TEC_3","S3_BEH_TEC_4","ATT_CHE_01","S2_PCY_MIS_01","S2_PCY_MIS_02","S2_PCY_MIS_03","S2_PCY_MIS_04","S2_PCY_UNC_01","S2_PCY_UNC_02","S2_PCY_UNC_03","S2_PCY_UNC_04","S2_PCY_UNC_05","S2_PCY_POW_01","S2_PCY_POW_02","S2_PCY_POW_03","S2_PCY_POW_04","S2_PCY_RES_01","S2_PCY_RES_02","S2_PCY_RES_03","S2_PCY_RES_04","S2_PRI_CON_01","S2_PRI_CON_02","S2_PRI_CON_03","S2_PRI_CON_04","S2_PRI_BEH_01","S2_PRI_BEH_02","S2_PRI_BEH_03","S2_PRI_BEH_04","S2_PRI_BEH_05","S2_PRI_EXP_01","S2_PRI_EXP_02","S2_PRI_EXP_03","S1_PFA_EMO_01","S1_PFA_EMO_02","S1_PFA_EMO_03","S1_PFA_EMO_04","ATT_CHE_02","S1_PFA_CYN_01","S1_PFA_CYN_02","S1_PFA_CYN_03","S1_PFA_CYN_04","S1_PRI_CON_01","S1_PRI_CON_02","S1_PRI_CON_03","S1_PRI_CON_04","S1_INT_DIS_01","S1_INT_DIS_02","S1_INT_DIS_03","S1_DIS_ENG_01","S1_DIS_ENG_02","S1_DIS_ENG_03","SOC_AGE_01","SOC_GEN_01","SOC_INC_01","SOC_INC_02","SOC_INC_02_3_TEXT","SOC_EDU_01","SOC_NAT_01","SOC_NAT_01_3_TEXT"
"170",2023-03-10 15:03:27,2023-03-10 15:23:04,0,100,1176,1,2023-03-10 15:23:04,"R_2X7dKj49dGS6vbb",NA,NA,NA,NA,476137,-1223104,"anonymous","EN",1,5,"20",1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,0,0,0,0,0,0,0,0,5,1,1,1,3,1,1,1,1,1,1,1,1,5,5,5,1,1,1,"35",1,"200",2,NA,4,2,NA
"171",2023-03-10 15:18:43,2023-03-10 15:23:04,0,100,261,1,2023-03-10 15:23:04,"R_C7ZUw3mcAX6YJzP",NA,NA,NA,NA,397668,-864013,"anonymous","EN",1,60,"20",1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,3,1,1,1,1,1,1,1,1,5,5,5,5,5,5,"48",2,"1500",2,NA,3,2,NA
"172",2023-03-10 15:16:18,2023-03-10 15:23:18,0,100,419,1,2023-03-10 15:23:18,"R_1ffKUoBRUDYD1hz",NA,NA,NA,NA,430501,-879648,"anonymous","EN",1,120,"7",3,1,1,1,3,1,1,3,1,1,1,1,1,3,2,2,4,2,3,2,3,3,2,3,2,3,3,3,3,3,3,3,4,4,5,4,6,4,4,4,4,4,3,4,3,3,3,3,3,4,3,3,3,3,4,4,3,4,4,4,4,3,3,0,0,0,2,2,4,2,3,3,3,3,3,3,3,3,3,2,3,2,1,1,1,"49",2,"82500",2,NA,4,2,NA
"173",2023-03-10 15:19:46,2023-03-10 15:23:59,0,100,253,1,2023-03-10 15:23:59,"R_1rOe5J2yZZjsDA0",NA,NA,NA,NA,414722,-81745,"anonymous","EN",1,15,"8",1,1,1,1,1,3,1,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,4,1,1,1,1,1,1,1,4,4,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",2023-03-10 15:12:14,2023-03-10 15:23:59,0,100,705,1,2023-03-10 15:24:00,"R_31FYqWvKzigWwwG",NA,NA,NA,NA,300843,-818629,"anonymous","EN",1,600,"20",1,1,1,1,1,1,1,3,3,3,3,2,2,3,3,3,2,6,6,6,6,6,6,6,6,2,3,1,2,3,1,1,4,4,4,1,6,3,3,3,3,4,4,4,3,4,2,3,4,3,2,4,2,2,4,4,5,4,3,3,3,1,3,4,3,3,2,2,2,4,3,2,2,1,2,4,4,4,4,2,2,2,NA,2,2,"65",2,"800",2,NA,3,2,NA
"175",2023-03-10 15:20:30,2023-03-10 15:24:04,0,100,213,1,2023-03-10 15:24:05,"R_UuXpBLizhfzaYQV",NA,NA,NA,NA,368566,-759832,"anonymous","EN",1,7,"6",2,2,2,2,1,1,1,1,5,4,5,4,5,5,5,5,5,5,6,5,4,6,5,6,5,1,1,2,1,1,1,2,5,5,5,6,6,4,5,4,4,5,4,5,4,5,4,5,4,5,4,4,4,5,NA,4,4,4,4,4,3,4,5,4,4,4,5,4,5,4,3,4,4,5,5,5,4,4,4,5,4,5,4,5,4,"26",1,"5000",2,NA,3,2,NA
"176",2023-03-10 15:18:37,2023-03-10 15:24:06,0,100,329,1,2023-03-10 15:24:07,"R_1LUtEuHKEttYA9S",NA,NA,NA,NA,298639,-901067,"anonymous","EN",1,30,"17",1,3,3,1,1,3,3,1,3,5,3,6,2,3,6,2,4,4,4,4,4,5,5,5,4,1,1,2,3,3,3,1,4,3,4,2,6,3,3,4,4,3,3,4,4,4,3,4,4,4,3,3,4,4,4,4,3,4,2,3,3,3,4,3,4,3,4,4,2,4,3,4,3,4,4,4,3,4,3,4,3,4,4,3,3,"22",1,"5000",2,NA,3,2,NA
"177",2023-03-10 15:16:29,2023-03-10 15:24:18,0,100,469,1,2023-03-10 15:24:19,"R_24duBQApg4FRsOy",NA,NA,NA,NA,338225,-1183103,"anonymous","EN",1,180,"45",1,1,1,1,1,1,1,1,4,3,2,2,1,4,4,4,4,4,4,1,4,1,4,4,4,1,3,1,1,1,1,1,6,3,6,1,6,2,2,2,4,4,4,4,4,4,3,1,4,3,1,1,1,1,4,5,2,4,3,3,3,3,3,5,5,1,1,2,3,2,3,2,2,2,2,4,4,4,4,4,4,4,2,2,2,"75",1,"4000",2,NA,4,2,NA
"178",2023-03-10 15:08:19,2023-03-10 15:24:44,0,100,985,1,2023-03-10 15:24:45,"R_2VaQ2ocZX41u7GQ",NA,NA,NA,NA,30716,-955547,"anonymous","EN",1,180,"4",1,1,1,1,2,1,2,1,3,6,3,3,1,3,6,6,6,1,1,1,4,1,1,6,3,3,2,2,1,1,2,1,1,1,4,3,6,1,1,1,2,1,1,1,4,3,1,1,4,4,1,2,1,1,2,3,4,2,3,0,0,2,0,0,0,0,1,1,1,1,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,"37",3,"1600",2,NA,3,2,NA
"179",2023-03-10 15:04:42,2023-03-10 15:25:03,0,100,1220,1,2023-03-10 15:25:03,"R_1BRG9xReSWpqgw2",NA,NA,NA,NA,410331,-751702,"anonymous","EN",1,5,"5",3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA
"180",2023-03-10 14:45:48,2023-03-10 15:25:03,0,100,2354,1,2023-03-10 15:25:04,"R_27ajZPOyXaA9n7W",NA,NA,NA,NA,398845,-753106,"anonymous","EN",1,1080,"21",1,1,1,1,1,1,1,2,5,6,2,5,3,3,4,5,3,2,6,5,3,1,6,4,6,3,2,1,1,1,2,2,4,6,6,2,6,2,4,4,4,2,5,5,3,3,4,5,4,2,2,5,4,1,5,2,2,5,3,4,3,5,2,5,3,2,2,5,4,5,3,4,4,2,NA,1,5,5,5,4,4,4,2,3,2,"26",2,"2800",2,NA,3,2,NA
"181",2023-03-10 15:20:08,2023-03-10 15:25:27,0,100,318,1,2023-03-10 15:25:27,"R_2X6ivvVYsAoeqZX",NA,NA,NA,NA,323151,-862449,"anonymous","EN",1,30,"12",1,1,2,1,1,2,1,1,6,5,4,5,6,4,5,6,5,6,5,5,5,6,5,4,4,1,2,1,2,1,2,1,5,6,4,3,6,5,5,4,2,4,5,4,4,5,5,4,5,5,4,3,4,4,5,4,5,4,4,5,5,3,4,5,4,4,4,3,5,4,3,5,4,5,4,4,5,4,5,5,4,5,3,5,5,"26",2,"230",2,NA,4,2,NA
"182",2023-03-10 15:24:44,2023-03-10 15:25:59,0,100,75,1,2023-03-10 15:26:00,"R_Zmk1fwhZzfosKnT",NA,NA,NA,NA,374386,-79208,"anonymous","EN",1,20,"5",2,3,1,1,3,1,3,3,1,6,1,5,1,1,4,1,1,4,5,6,3,5,5,3,6,1,3,1,3,2,3,1,6,5,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",2023-03-10 15:17:49,2023-03-10 15:26:00,0,100,490,1,2023-03-10 15:26:00,"R_UWMemTZygIhsY3D",NA,NA,NA,NA,417067,-877755,"anonymous","EN",1,120,"20",1,3,1,1,3,1,1,3,4,6,5,5,6,6,3,5,5,6,6,5,6,1,2,4,6,3,2,3,3,3,1,3,4,6,5,1,6,4,4,2,4,5,4,5,1,5,1,1,4,3,1,1,1,1,4,3,3,5,5,3,1,5,4,5,5,0,5,5,3,5,3,3,2,3,5,4,5,5,5,3,3,3,3,3,3,"64",2,"99900",2,NA,2,2,NA
"184",2023-03-10 15:24:46,2023-03-10 15:26:00,0,100,74,1,2023-03-10 15:26:01,"R_2RWF75jElgKnYw2",NA,NA,NA,NA,394722,-744566,"anonymous","EN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",2023-03-10 15:15:04,2023-03-10 15:26:06,0,100,661,1,2023-03-10 15:26:06,"R_UbvlGUF3v6m4rT3",NA,NA,NA,NA,340544,-1182441,"anonymous","EN",1,500,"20",1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,5,4,5,6,4,3,6,5,6,1,2,1,2,2,1,2,5,6,6,6,6,5,3,3,5,4,5,4,3,4,3,4,1,5,5,1,3,1,5,3,5,5,1,4,4,4,3,4,5,2,4,5,5,5,3,5,4,5,4,4,4,5,5,2,1,3,3,3,4,"37",1,"3000",2,NA,4,2,NA
"186",2023-03-10 15:09:28,2023-03-10 15:26:24,0,100,1015,1,2023-03-10 15:26:24,"R_2ROZqPAwSEZ53zy",NA,NA,NA,NA,332409,-1117792,"anonymous","EN",1,840,"25",1,1,1,1,1,1,2,2,5,6,5,5,6,6,5,6,3,1,1,1,5,1,5,4,1,1,1,1,1,1,1,3,3,6,3,1,6,2,2,2,2,5,4,4,2,3,4,3,4,4,2,4,1,1,4,4,2,3,2,4,3,1,2,5,5,1,1,4,2,3,3,4,4,4,2,4,4,4,4,4,4,4,3,2,2,"71",1,"3500",2,NA,4,2,NA
"187",2023-03-10 15:14:28,2023-03-10 15:26:32,0,100,724,1,2023-03-10 15:26:33,"R_1mI2U37utoJI9PC",NA,NA,NA,NA,329636,-967468,"anonymous","EN",1,300,"23",3,3,3,3,3,3,3,3,1,4,1,1,1,5,1,5,3,1,1,2,1,1,1,3,1,2,2,1,2,2,2,3,5,5,5,3,6,3,3,3,4,2,2,3,3,2,1,2,2,3,2,2,4,3,4,2,3,1,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,"72",1,"1000",2,NA,4,2,NA
"188",2023-03-10 15:18:26,2023-03-10 15:26:37,0,100,490,1,2023-03-10 15:26:37,"R_6ln9DZPhCbxhJUl",NA,NA,NA,NA,362646,-86702,"anonymous","EN",1,35,"30",1,1,1,1,1,1,1,2,3,5,5,4,5,5,4,4,4,5,4,5,5,2,4,4,5,3,3,1,3,3,1,3,4,4,4,4,6,4,4,4,4,3,4,4,4,3,4,2,5,4,4,3,4,2,5,3,4,4,3,3,2,2,2,4,4,2,3,3,2,3,3,3,3,4,3,4,5,4,4,3,3,4,4,4,4,"78",1,"2109",2,NA,4,2,NA
"189",2023-03-10 15:24:41,2023-03-10 15:26:39,0,100,118,1,2023-03-10 15:26:40,"R_3gTJiZ1WPY0IU2V",NA,NA,NA,NA,327797,-968022,"anonymous","EN",1,120,"16",3,1,1,2,2,2,1,1,1,2,1,1,1,1,2,2,3,5,3,3,5,3,3,2,2,1,2,3,1,1,2,3,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",2023-03-10 15:13:23,2023-03-10 15:26:42,0,100,799,1,2023-03-10 15:26:43,"R_SJzWH1u7tb1jFx7",NA,NA,NA,NA,401412,-876264,"anonymous","EN",1,90,"15",1,1,3,3,1,1,3,3,4,4,1,2,1,5,3,4,2,3,1,4,5,2,3,3,1,3,1,3,3,3,1,2,2,4,2,1,6,3,3,3,3,4,4,4,4,4,3,4,3,2,2,3,2,2,4,2,4,4,3,2,3,3,4,2,3,2,3,4,1,3,3,2,2,2,4,4,4,4,4,3,2,2,2,2,2,"79",1,"4500",2,NA,4,2,NA
"191",2023-03-10 15:14:45,2023-03-10 15:26:44,0,100,718,1,2023-03-10 15:26:44,"R_2BrDUi88UmRczsa",NA,NA,NA,NA,329376,-970829,"anonymous","EN",1,120,"10",1,1,1,1,3,1,1,2,1,1,1,1,1,5,4,4,5,3,2,3,5,1,2,2,2,2,3,3,3,3,1,3,3,4,4,4,6,3,4,4,4,4,4,3,3,3,4,3,4,3,2,2,2,3,4,2,4,3,3,3,2,2,3,4,4,2,2,3,2,4,3,2,2,3,4,3,3,4,4,2,2,2,2,3,4,"59",2,"0",2,NA,4,2,NA
"192",2023-03-10 15:18:17,2023-03-10 15:26:47,0,100,510,1,2023-03-10 15:26:48,"R_21G4eit86KhTrU6",NA,NA,NA,NA,36143,-803073,"anonymous","EN",1,180,"20",1,1,1,1,1,3,1,2,4,4,4,4,3,4,4,4,4,4,1,3,5,2,3,4,4,3,2,1,2,2,1,1,6,3,4,2,6,4,4,3,4,4,4,4,4,4,4,4,4,3,2,4,2,2,4,3,4,4,3,3,3,3,3,3,3,0,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,2,2,2,"68",2,"2000",2,NA,4,2,NA
"193",2023-03-10 15:08:46,2023-03-10 15:26:55,0,100,1088,1,2023-03-10 15:26:55,"R_3JwTSTTDc475yfR",NA,NA,NA,NA,474733,-948751,"anonymous","EN",1,500,"19",1,NA,1,1,1,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,1,2,1,2,6,6,6,6,6,5,5,5,5,1,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,3,3,1,5,1,3,5,5,5,5,1,1,1,1,1,1,"55",1,"49999",2,NA,3,2,NA
"194",2023-03-10 15:18:34,2023-03-10 15:27:12,0,100,518,1,2023-03-10 15:27:13,"R_2wtYU5UNAQhpYV4",NA,NA,NA,NA,399484,-749875,"anonymous","EN",1,360,"20",1,1,1,1,1,1,1,1,4,4,1,5,2,6,6,6,6,3,2,5,5,2,2,5,5,1,2,1,2,1,1,1,5,4,5,2,6,4,4,4,4,5,4,4,4,4,4,1,4,1,3,2,2,1,4,4,4,4,5,3,4,4,4,0,3,3,4,4,4,4,3,2,2,3,2,4,4,2,4,2,3,3,2,2,2,"54",2,"3400",2,NA,3,2,NA
"195",2023-03-10 15:19:42,2023-03-10 15:27:13,0,100,450,1,2023-03-10 15:27:13,"R_9BrnwNaZqCEFTln",NA,NA,NA,NA,32339,-974163,"anonymous","EN",1,120,"30",1,2,1,1,2,1,1,2,1,6,1,6,6,6,1,6,6,6,1,1,3,1,1,4,1,2,2,1,1,1,1,1,6,5,2,1,6,2,2,2,2,2,1,3,3,2,4,4,5,4,1,1,2,1,4,3,5,5,2,0,0,2,0,4,3,0,4,3,2,4,3,2,4,4,2,5,5,5,4,2,3,4,2,2,2,"77",2,"52000",2,NA,4,2,NA
"196",2023-03-10 15:18:20,2023-03-10 15:27:18,0,100,538,1,2023-03-10 15:27:19,"R_2dyfWtbC4KYKIgI",NA,NA,NA,NA,342497,-844894,"anonymous","EN",1,180,"5",3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,1,1,1,6,4,4,4,5,4,5,5,5,5,5,5,1,1,5,5,5,1,5,5,5,5,1,0,1,1,1,5,0,0,4,5,4,5,3,4,5,3,5,5,5,5,5,1,1,1,1,5,1,"48",2,"12000",2,NA,3,2,NA
"197",2023-03-10 15:26:59,2023-03-10 15:27:25,0,100,26,1,2023-03-10 15:27:25,"R_1cZGSGThBFaedMj",NA,NA,NA,NA,361682,-1152166,"anonymous","EN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",2023-03-10 15:05:48,2023-03-10 15:27:28,0,100,1300,1,2023-03-10 15:27:29,"R_3GeamkCni9B046R",NA,NA,NA,NA,386364,-901985,"anonymous","EN",1,200,"20",1,1,1,3,2,1,1,1,6,6,5,6,3,4,5,6,4,4,1,5,4,1,3,5,1,3,3,1,3,1,1,1,5,5,6,1,6,1,2,1,3,4,1,2,2,2,3,1,4,4,1,4,1,1,4,4,4,4,5,5,5,3,5,3,0,0,2,2,1,4,3,1,2,1,1,2,3,2,2,4,4,4,1,1,1,"61",2,"9000",2,NA,4,2,NA
"199",2023-03-10 15:17:31,2023-03-10 15:27:29,0,100,597,1,2023-03-10 15:27:29,"R_u9g5H8s4yAjqk7v",NA,NA,NA,NA,361732,-854536,"anonymous","EN",1,600,"30",1,1,1,1,1,1,1,1,5,6,5,5,5,5,5,5,5,6,1,6,6,1,6,1,1,1,1,3,1,1,1,1,6,6,6,3,6,3,4,4,5,4,5,4,2,4,5,4,5,2,3,4,1,2,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,1,5,5,5,5,5,5,5,1,1,1,1,1,1,"76",1,"30000",2,NA,3,2,NA
"200",2023-03-10 15:21:01,2023-03-10 15:27:41,0,100,400,1,2023-03-10 15:27:42,"R_yQKMMa0qZOs0lCV",NA,NA,NA,NA,388897,-1212873,"anonymous","EN",1,430,"20",2,2,1,1,1,3,1,1,4,3,4,3,4,2,4,3,3,2,4,2,3,3,5,2,2,1,2,2,1,1,3,1,4,3,2,1,6,3,3,2,2,3,3,4,4,2,2,3,4,2,3,4,2,3,4,3,2,2,3,1,3,1,2,3,3,2,4,4,3,2,2,2,4,3,2,4,4,2,3,2,3,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"201",2023-03-10 15:16:30,2023-03-10 15:27:43,0,100,673,1,2023-03-10 15:27:44,"R_1poGvtmwZTvgQ2n",NA,NA,NA,NA,397427,-1048129,"anonymous","EN",1,120,"10",1,1,1,1,3,3,1,3,2,3,1,1,4,1,1,3,1,2,1,2,4,1,3,3,2,3,3,3,3,3,3,3,3,2,3,1,6,3,3,3,3,4,3,3,4,3,2,3,2,2,2,3,2,2,3,3,2,2,2,3,2,2,1,4,0,0,2,2,2,4,3,2,2,2,2,3,3,3,3,2,2,3,2,2,3,"66",2,"35000",2,NA,3,2,NA
"202",2023-03-10 15:26:16,2023-03-10 15:27:46,0,100,90,1,2023-03-10 15:27:46,"R_SPLgx35n3F9cWOJ",NA,NA,NA,NA,327797,-968022,"anonymous","EN",1,45,"1",2,2,2,3,2,2,2,2,3,4,3,3,4,3,3,4,3,2,4,3,4,4,1,2,4,2,2,3,2,3,2,3,2,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",2023-03-10 15:24:18,2023-03-10 15:27:56,0,100,217,1,2023-03-10 15:27:56,"R_2c17pP2BmMQZCVa",NA,NA,NA,NA,352296,-80843,"anonymous","EN",1,200,"20",1,1,1,1,2,2,1,1,6,6,6,4,5,6,6,6,6,4,6,5,5,6,6,6,6,1,1,2,1,1,1,1,6,5,4,5,6,4,5,5,4,5,5,5,5,4,4,4,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA
"204",2023-03-10 15:13:44,2023-03-10 15:27:58,0,100,853,1,2023-03-10 15:27:58,"R_1ociQYzjFIZquR0",NA,NA,NA,NA,418486,-876288,"anonymous","EN",1,480,"15",1,3,1,1,1,3,1,2,4,3,3,2,3,1,4,4,1,2,3,3,3,1,1,4,3,3,2,2,1,3,3,3,3,2,4,2,6,3,3,4,2,3,3,3,4,4,2,1,4,2,3,3,1,1,2,2,3,4,3,3,2,3,3,4,4,3,3,2,2,4,3,2,4,3,4,4,4,4,4,2,2,2,2,2,2,"46",2,"0",2,NA,3,2,NA
"205",2023-03-10 15:04:11,2023-03-10 15:28:04,0,100,1432,1,2023-03-10 15:28:04,"R_aahfOws6PSJ4V3P",NA,NA,NA,NA,386639,-1213388,"anonymous","EN",1,5,"20",1,1,1,1,1,1,1,1,5,4,4,4,3,5,5,5,5,4,4,4,5,5,5,5,5,1,1,1,1,1,1,1,6,6,6,5,6,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,4,2,4,5,1,1,1,1,3,3,3,3,3,3,"36",1,"150000",2,NA,4,2,NA
"206",2023-03-10 15:25:58,2023-03-10 15:28:14,0,100,136,1,2023-03-10 15:28:15,"R_5oOAH77NobNlza1",NA,NA,NA,NA,37751,-97822,"anonymous","EN",1,400,"10",1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,1,1,1,1,1,1,1,5,6,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",2023-03-10 15:17:39,2023-03-10 15:28:21,0,100,641,1,2023-03-10 15:28:21,"R_1eL9THVDaBbFNoG",NA,NA,NA,NA,348308,-823507,"anonymous","EN",1,300,"20",1,1,1,3,1,1,1,2,5,4,5,5,5,5,3,5,3,4,4,4,5,2,4,3,4,2,1,1,2,1,1,1,6,5,6,2,6,3,3,3,4,4,4,4,4,2,4,4,4,3,2,3,2,2,4,4,4,4,4,4,3,3,2,3,2,2,2,4,2,3,3,2,2,2,3,3,4,4,4,2,2,2,2,2,2,"66",1,"5000",2,NA,4,2,NA
"208",2023-03-10 14:45:49,2023-03-10 15:28:25,0,100,2555,1,2023-03-10 15:28:25,"R_tWzTn1LtWueBCwN",NA,NA,NA,NA,389924,-846462,"anonymous","EN",1,240,"28",1,1,1,1,1,1,1,3,2,4,4,6,6,4,5,6,3,6,1,3,5,1,4,4,4,3,3,3,3,1,1,3,4,5,4,1,6,3,3,3,4,5,5,4,2,4,5,4,5,4,1,4,4,3,5,1,4,3,3,3,0,3,2,5,3,1,1,3,4,3,3,4,4,3,2,2,4,4,4,3,3,3,3,3,3,"70",2,"31000",2,NA,3,2,NA
"209",2023-03-10 15:19:37,2023-03-10 15:28:31,0,100,534,1,2023-03-10 15:28:32,"R_DNbX8pTCRx2sfIZ",NA,NA,NA,NA,428444,-788149,"anonymous","EN",1,240,"8",1,3,1,1,3,1,1,3,1,3,1,2,1,2,1,2,3,1,4,1,2,1,1,4,4,3,3,1,3,3,3,3,4,3,4,4,6,2,2,2,2,2,4,4,4,2,2,4,2,2,2,2,4,2,4,2,2,2,0,0,0,0,0,0,0,0,2,2,2,1,3,2,2,2,2,2,4,2,2,4,4,4,2,2,2,"52",2,"19000",2,NA,3,2,NA
"210",2023-03-10 15:28:18,2023-03-10 15:28:39,0,100,21,1,2023-03-10 15:28:39,"R_1gNFbmu9jiEvM78",NA,NA,NA,NA,328404,-972285,"anonymous","EN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
